i	Ebeam	x	y	z	Q2	pT	obs	Nacc	stat_sivers	stat_collins	stat_pretzelosity	systrel	systabs	target	hadron	Experiment	AUTSivers	error_stat_sivers	error_tot_sivers	AUTCollins	error_stat_collins	error_tot_collins	AUTPretzelosity	error_stat_pretzelosity	error_tot_pretzelosity
91	11.0	0.354433	0.615697	0.623762	4.473411	0.368337	AUT	2289754.158313	0.010665	0.010086	0.010057	0.070207	0.001726	neutron	pi+	solid	-0.03702819383901303	0.010665	0.011112129446510244	-0.08828326741112541	0.010086	0.011963400737286595	0.014576484433848017	0.010057	0.010255223727460908
92	11.0	0.350251	0.62125	0.673373	4.468609	0.366325	AUT	1631857.64898	0.012664	0.012022	0.011983	0.070207	0.001744	neutron	pi+	solid	-0.04128802046416832	0.012664	0.013108048686778263	-0.0852962914385534	0.012022	0.013543666986164517	0.015672757594724675	0.011983	0.012159135131955828
93	11.0	0.426145	0.615304	0.323608	5.393203	0.121873	AUT	2002624.313967	0.010589	0.010444	0.010437	0.070207	0.001746	neutron	pi+	solid	-0.0040444732310791764	0.010589	0.010735737738558966	-0.045455517769866935	0.010444	0.011059386022674778	0.00034471617477370675	0.010437	0.01058206363201643
94	11.0	0.512264	0.529783	0.323532	5.595031	0.125115	AUT	482266.886736	0.023588	0.023888	0.023642	0.070207	0.001974	neutron	pi+	solid	-0.00241705046677131	0.023588	0.023671062840667747	-0.04050075488090033	0.023888	0.024137488500623312	0.00045543737805906967	0.023642	0.023724288448628308
95	11.0	0.431472	0.610164	0.324189	5.403875	0.288126	AUT	2017742.944053	0.017292	0.014109	0.014158	0.070207	0.001759	neutron	pi+	solid	-0.009184160041535338	0.017292	0.01739319125810832	-0.09896255693225794	0.014109	0.01582500487904008	0.004168614690556618	0.014158	0.014269852779461587
96	11.0	0.532266	0.512686	0.324378	5.630291	0.285856	AUT	265699.29368	0.033138	0.037915	0.037519	0.070207	0.00204	neutron	pi+	solid	-0.004719795937959656	0.033138	0.03320238613786429	-0.08067831629505307	0.037915	0.038389995949255025	0.004963514727117342	0.037519	0.03757603484623119
97	11.0	0.440503	0.601421	0.324338	5.425339	0.546032	AUT	1408972.285051	0.013203	0.014305	0.014281	0.070207	0.001781	neutron	pi+	solid	-0.015876135156741192	0.013203	0.013369126315070501	-0.14588179098007342	0.014305	0.017683381200324345	0.020701779985116568	0.014281	0.014464830529345982
98	11.0	0.40879	0.634442	0.373875	5.345098	0.208951	AUT	2018183.445488	0.011708	0.010961	0.010915	0.070207	0.001733	neutron	pi+	solid	-0.0090433017918513	0.011708	0.011852580096008437	-0.06748492818950612	0.010961	0.012066260498603534	0.001850128499884386	0.010915	0.011052483246957848
99	11.0	0.485369	0.554442	0.373873	5.536919	0.208657	AUT	1646221.463461	0.01299	0.012948	0.01282	0.070207	0.001929	neutron	pi+	solid	-0.0058006212677537	0.01299	0.013138759030158103	-0.062251410278232326	0.012948	0.01380119132718851	0.0023359104589256623	0.01282	0.012965351368286204
100	11.0	0.439542	0.602544	0.374335	5.424067	0.552093	AUT	1202285.329997	0.016958	0.016877	0.016862	0.070207	0.001807	neutron	pi+	solid	-0.0190407828014538	0.016958	0.017106315710354165	-0.13382209583877	0.016877	0.019400233523713256	0.02509471808719782	0.016862	0.01704981876391163
101	11.0	0.42006	0.622067	0.423883	5.378199	0.213641	AUT	1971288.552696	0.011698	0.011159	0.011116	0.070207	0.001783	neutron	pi+	solid	-0.010156576523963172	0.011698	0.011854566694364384	-0.06181979554502512	0.011159	0.012105352251886987	0.002396997151887337	0.011116	0.011259345681288157
102	11.0	0.503032	0.537379	0.423811	5.569459	0.219904	AUT	777197.181292	0.019121	0.019459	0.019249	0.070207	0.002017	neutron	pi+	solid	-0.00636787947762385	0.019121	0.019232285390187256	-0.05640103830184346	0.019459	0.019959974243882003	0.003238037465233623	0.019249	0.019355721899369963
103	11.0	0.438923	0.603268	0.42432	5.423876	0.555837	AUT	1019287.000591	0.022004	0.020191	0.020173	0.070207	0.001832	neutron	pi+	solid	-0.022143461265846286	0.022004	0.022134793921641128	-0.1236315456952852	0.020191	0.02205383485475998	0.029277354261403484	0.020173	0.02036003760658403
104	11.0	0.439182	0.601903	0.473768	5.420031	0.221255	AUT	2003984.288983	0.011562	0.011278	0.011252	0.070207	0.001858	neutron	pi+	solid	-0.010863009368957373	0.011562	0.011735146237094568	-0.05737101024914302	0.011278	0.012118951916769755	0.003227585748724457	0.011252	0.011406621548813592
105	11.0	0.54855	0.504877	0.473724	5.71647	0.247764	AUT	77685.803611	0.069574	0.070982	0.070131	0.070207	0.002227	neutron	pi+	solid	-0.005940967469412282	0.069574	0.06961088259264575	-0.049150998439702304	0.070982	0.07110071369663742	0.005246667237224759	0.070131	0.07016731699132263
106	11.0	0.43731	0.605092	0.474244	5.42256	0.557321	AUT	851077.201182	0.027413	0.023648	0.023791	0.070207	0.001854	neutron	pi+	solid	-0.025356704464283775	0.027413	0.027533235582886784	-0.11538751173373729	0.023648	0.025065745546663888	0.03313485509345564	0.023791	0.02397625206270775
107	11.0	0.439452	0.601735	0.52393	5.420395	0.289279	AUT	2001533.063212	0.012194	0.011715	0.011614	0.070207	0.001889	neutron	pi+	solid	-0.01588926996172471	0.012194	0.0123897692462915	-0.06731878103506604	0.011715	0.012772900291236457	0.007668844756510197	0.011614	0.011778930284601445
108	11.0	0.552693	0.505078	0.522114	5.762076	0.266339	AUT	39742.076584	0.101447	0.103154	0.101964	0.070207	0.002293	neutron	pi+	solid	-0.007034405736800866	0.101447	0.1014741127587112	-0.04755423747041604	0.103154	0.10323348334909183	0.007166906870829119	0.101964	0.10199102079134596
109	11.0	0.436169	0.606101	0.573658	5.421438	0.333652	AUT	1679212.880493	0.013595	0.012992	0.012968	0.070207	0.001912	neutron	pi+	solid	-0.020727699632457075	0.013595	0.013805703973802964	-0.07168989139524269	0.012992	0.014063435846011404	0.012416546191266841	0.012968	0.01313714879664808
110	11.0	0.429938	0.613064	0.623361	5.413312	0.330691	AUT	1175547.154661	0.016449	0.015702	0.015608	0.070207	0.001929	neutron	pi+	solid	-0.023706153376104093	0.016449	0.01664513931088943	-0.06838194555796008	0.015702	0.016532465085748457	0.013263593210338941	0.015608	0.015754295700464205
111	11.0	0.420828	0.624005	0.672459	5.402511	0.317593	AUT	720710.748347	0.020653	0.019877	0.019815	0.070207	0.001939	neutron	pi+	solid	-0.026494976256349518	0.020653	0.020827055097308048	-0.06433578787258042	0.019877	0.02047575485627804	0.01283506740767684	0.019815	0.01993002629388852
112	11.0	0.510414	0.62072	0.323999	6.518507	0.1992	AUT	2011003.926975	0.013125	0.012412	0.01239	0.070207	0.001974	neutron	pi+	solid	-0.0038509031736600205	0.013125	0.013275368007094184	-0.05349338233665057	0.012412	0.01311712718828809	0.0014981996300761093	0.01239	0.012546706328562621
113	11.0	0.59951	0.584715	0.323832	7.237594	0.203365	AUT	291485.965507	0.036988	0.037061	0.036788	0.070207	0.002312	neutron	pi+	solid	-0.0018630643839463857	0.036988	0.03706041819356833	-0.03785065034576083	0.037061	0.03722801010932707	0.0014935574645038316	0.036788	0.03686072819736178
114	11.0	0.516992	0.619281	0.324438	6.583482	0.534565	AUT	642432.935663	0.023459	0.025719	0.025612	0.070207	0.001996	neutron	pi+	solid	-0.009411063721854124	0.023459	0.0235530306179275	-0.10607380053365825	0.025719	0.026849778819478448	0.019542689009388717	0.025612	0.025726271321545004
115	11.0	0.514122	0.618659	0.373822	6.542031	0.257957	AUT	1998841.962587	0.013614	0.012893	0.012797	0.070207	0.002024	neutron	pi+	solid	-0.005815308763497619	0.013614	0.013769686299543657	-0.059414761773894605	0.012893	0.013701315161499427	0.0037407971158373234	0.012797	0.012958732947015723
116	11.0	0.60742	0.58797	0.37393	7.373273	0.261567	AUT	176096.201418	0.049873	0.050313	0.049741	0.070207	0.002411	neutron	pi+	solid	-0.002694315326426269	0.049873	0.049931601530778774	-0.03999762717017901	0.050313	0.050448948362949636	0.0035462259233797365	0.049741	0.049800019959863884
117	11.0	0.520158	0.617463	0.423852	6.604339	0.29453	AUT	1776599.330717	0.014557	0.013934	0.013821	0.070207	0.002084	neutron	pi+	solid	-0.007431796404094779	0.014557	0.014714671005751476	-0.058573894780825815	0.013934	0.0146768662240957	0.00625033626906137	0.013821	0.013984121626833414
118	11.0	0.519063	0.617943	0.473793	6.596047	0.304507	AUT	1362443.331909	0.01681	0.016102	0.016011	0.070207	0.002119	neutron	pi+	solid	-0.00891715717491492	0.01681	0.016954592170356882	-0.05517547865438025	0.016102	0.016696411414106275	0.00778184414633987	0.016011	0.016159850535239433
119	11.0	0.516468	0.620326	0.523602	6.589411	0.307509	AUT	1019892.09637	0.019633	0.018739	0.018714	0.070207	0.002151	neutron	pi+	solid	-0.010459139589174883	0.019633	0.01976412643044454	-0.051819088381624946	0.018739	0.019209696053964196	0.008967046952803022	0.018714	0.01884773008957325
120	11.0	0.510597	0.625105	0.573222	6.568345	0.303347	AUT	710650.804816	0.023599	0.022625	0.02246	0.070207	0.002175	neutron	pi+	solid	-0.012171996357224754	0.023599	0.02371441961507142	-0.04885664640308055	0.022625	0.022986663286000394	0.009618458402103588	0.02246	0.022575168488349097
121	8.8	0.132601	0.589065	0.323659	1.258888	0.211456	AUT	19338501.968609	0.002453	0.002357	0.00236	0.070207	0.001799	neutron	pi+	solid	-0.020621649420740167	0.002453	0.0033689299367290434	-0.07735607303647518	0.002357	0.006187643784280219	0.00028518699054195043	0.00236	0.0029675582362291104
122	8.8	0.212753	0.450699	0.323722	1.572734	0.168194	AUT	9533074.54622	0.003644	0.003778	0.003775	0.070207	0.002017	neutron	pi+	solid	-0.014036148628072485	0.003644	0.004279965991320197	-0.09572382557958371	0.003778	0.007969094031247544	0.0004436832606440462	0.003775	0.004280173396252011
123	8.8	0.148753	0.58566	0.325718	1.37054	0.483385	AUT	11282335.553212	0.003028	0.003031	0.003028	0.070207	0.001839	neutron	pi+	solid	-0.04470978530548229	0.003028	0.004733249272604837	-0.15345114259911255	0.003031	0.011341685539695603	0.0031990007411510026	0.003028	0.0035498093859430545
124	8.8	0.151987	0.550824	0.373849	1.332599	0.177418	AUT	19471269.018668	0.002604	0.002456	0.002474	0.070207	0.001861	neutron	pi+	solid	-0.01983919199784081	0.002604	0.003490582837804698	-0.06814242995511581	0.002456	0.005690574325479061	0.00028752070406267376	0.002474	0.0030958689367003548
125	8.8	0.254886	0.4163	0.373456	1.749312	0.125333	AUT	1500739.180481	0.010335	0.010028	0.00999	0.070207	0.002154	neutron	pi+	solid	-0.010884252429773634	0.010335	0.010584699679637054	-0.0690866970111616	0.010028	0.011345773952719707	0.00031613378973333885	0.00999	0.01021960413173465
126	8.8	0.15224	0.570594	0.375093	1.361553	0.507285	AUT	12699721.575731	0.002889	0.002969	0.002955	0.070207	0.001859	neutron	pi+	solid	-0.05379217290392383	0.002889	0.005105370897004379	-0.14909202905024715	0.002969	0.011037902734536961	0.004530692027583898	0.002955	0.0035055791092459617
127	8.8	0.139612	0.574111	0.423892	1.284982	0.289281	AUT	19277082.352409	0.002417	0.002375	0.00237	0.070207	0.001837	neutron	pi+	solid	-0.03696373011826279	0.002417	0.003993878742378351	-0.08723470596433637	0.002375	0.006820889607172574	0.0010739658555898796	0.00237	0.0029995256538426496
128	8.8	0.225417	0.441031	0.424043	1.633503	0.241404	AUT	5609533.37772	0.005014	0.005177	0.005171	0.070207	0.002085	neutron	pi+	solid	-0.026017768367884945	0.005014	0.005729223001248708	-0.10978467702622262	0.005177	0.009516116119160476	0.0019287534853541608	0.005171	0.005577167955929439
129	8.8	0.15952	0.539304	0.473741	1.36055	0.269982	AUT	18827320.439811	0.002562	0.002502	0.002515	0.070207	0.001898	neutron	pi+	solid	-0.03762487618924282	0.002562	0.004140522559309736	-0.08560408628146608	0.002502	0.006781045726766851	0.001380953520262419	0.002515	0.0031523053163332753
130	8.8	0.295785	0.39466	0.472847	1.927454	0.201049	AUT	68088.411944	0.079071	0.065643	0.065406	0.070207	0.002304	neutron	pi+	solid	-0.019502634799003243	0.079071	0.07911640932489888	-0.08952386486008229	0.065643	0.0659834496592313	0.0021074972706736747	0.065406	0.06544673517048454
131	8.8	0.154766	0.554079	0.523932	1.356285	0.344145	AUT	17801871.127115	0.002569	0.002522	0.002555	0.070207	0.001894	neutron	pi+	solid	-0.05246629455428075	0.002569	0.004873928360310448	-0.09381576177408059	0.002522	0.007302739738701772	0.002728021032938047	0.002555	0.003186211429709835
132	8.8	0.153575	0.558166	0.573928	1.357717	0.342649	AUT	13820314.993936	0.002958	0.002897	0.002898	0.070207	0.001901	neutron	pi+	solid	-0.057310142638942546	0.002958	0.005343473230870882	-0.08736749672193703	0.002897	0.007044858634649528	0.0029356650031949556	0.002898	0.0034719855925407824
133	8.8	0.150375	0.56561	0.623529	1.350068	0.337759	AUT	10463117.952219	0.003396	0.003308	0.003323	0.070207	0.001904	neutron	pi+	solid	-0.06184141358698675	0.003396	0.005831671455436281	-0.08100879597133374	0.003308	0.006849410404678625	0.0029780335910657547	0.003323	0.003835525902196361
134	8.8	0.145242	0.581818	0.673121	1.34989	0.327005	AUT	7173243.444754	0.004237	0.004069	0.004089	0.070207	0.001903	neutron	pi+	solid	-0.06546012059763466	0.004237	0.006534108654382825	-0.07338773814395327	0.004069	0.006835547135442645	0.0027618814689179118	0.004089	0.004514302663014195
135	8.8	0.282168	0.517485	0.324096	2.390352	0.251188	AUT	5864461.960869	0.005056	0.005191	0.005166	0.070207	0.002207	neutron	pi+	solid	-0.016353249163346868	0.005056	0.005634904387799329	-0.13057319224666203	0.005191	0.010763549961436263	0.0020573066341567276	0.005166	0.005619543321426722
136	8.8	0.282427	0.516842	0.374249	2.389486	0.26412	AUT	4760776.903716	0.005673	0.005766	0.005756	0.070207	0.00223	neutron	pi+	solid	-0.02025412000163076	0.005673	0.006259221914324772	-0.12204555416566223	0.005766	0.010565889904255539	0.002831439225717605	0.005756	0.00617607903229969
137	8.8	0.281174	0.518347	0.424074	2.385593	0.270885	AUT	3835361.807699	0.006336	0.006437	0.006419	0.070207	0.002246	neutron	pi+	solid	-0.023954734715205706	0.006336	0.00692948986624707	-0.11236764275826003	0.006437	0.010426683490495527	0.0034761028941674363	0.006419	0.006804971404720289
138	8.8	0.279743	0.520871	0.474115	2.386075	0.265048	AUT	3009465.184118	0.007229	0.007293	0.007268	0.070207	0.002261	neutron	pi+	solid	-0.02662142113754001	0.007229	0.007801522979873797	-0.10024790099674133	0.007293	0.01038435762760858	0.0036656556707923135	0.007268	0.007615915994499317
139	8.8	0.377148	0.552928	0.324069	3.431023	0.273742	AUT	4364619.26518	0.006705	0.006868	0.006823	0.070207	0.002475	neutron	pi+	solid	-0.011828481409098715	0.006705	0.007195295979878441	-0.11907629890732238	0.006868	0.011098850259139731	0.0035898958444448865	0.006823	0.007262401534845658
140	8.8	0.376287	0.553798	0.373958	3.428512	0.285751	AUT	3401328.124892	0.007792	0.007924	0.007915	0.070207	0.002504	neutron	pi+	solid	-0.0146859190230743	0.007792	0.008249142561763687	-0.11049566192298799	0.007924	0.011368362582470861	0.004804436372252201	0.007915	0.00830849057930867
141	8.8	0.375892	0.553938	0.423957	3.425881	0.294431	AUT	2708180.166124	0.008986	0.009095	0.009035	0.070207	0.002532	neutron	pi+	solid	-0.017512443785396434	0.008986	0.009416521691173642	-0.10229497043259288	0.009095	0.011862066870813119	0.0060232923137065715	0.009035	0.009392607422695447
142	8.8	0.375918	0.554044	0.473881	3.427139	0.297452	AUT	2067671.995754	0.010445	0.010457	0.010378	0.070207	0.00256	neutron	pi+	solid	-0.02008396172076612	0.010445	0.010846189324214207	-0.09417536794985171	0.010457	0.012633999853383976	0.0070222862016089994	0.010378	0.01070044608679842
143	8.8	0.374043	0.555865	0.523665	3.421763	0.293693	AUT	1573862.518702	0.012189	0.012017	0.011964	0.070207	0.002585	neutron	pi+	solid	-0.022489635045791594	0.012189	0.0125597358784935	-0.08630677568372921	0.012017	0.013704237038852098	0.007551383674722137	0.011964	0.012251554620490752
144	8.8	0.462592	0.568935	0.323961	4.342591	0.268672	AUT	1001894.601464	0.015427	0.01635	0.016219	0.070207	0.002764	neutron	pi+	solid	-0.007246961880776294	0.015427	0.015680908445370432	-0.09094841805100266	0.01635	0.017768882184342957	0.0038112752069115133	0.016219	0.016455006991559943
0	11.0	0.153095	0.516554	0.323852	1.565852	0.111605	AUT	18986910.693584	0.002271	0.00209	0.002096	0.070207	0.001008	neutron	pi-	solid	-0.0016102278343610244	0.002271	0.0024872243840162946	0.041344165104519416	0.00209	0.003716118924159549	-4.361347395880127e-05	0.002096	0.0023257879042740386
1	11.0	0.278347	0.324223	0.324397	1.86146	0.098633	AUT	524946.43294	0.019998	0.016355	0.016434	0.070207	0.001082	neutron	pi-	solid	-8.429625373863418e-05	0.019998	0.0200272505108649	0.056285591548587005	0.016355	0.016860374481372568	-0.00010552780349453827	0.016434	0.0164695821103687
2	11.0	0.104873	0.659004	0.323231	1.399202	0.300661	AUT	19837336.624054	0.002877	0.002361	0.002383	0.070207	0.000993	neutron	pi-	solid	-0.006146297183358791	0.002877	0.0030739846362161745	0.05924779673308008	0.002361	0.004884948914250848	-0.00027032812706661224	0.002383	0.002581685147275539
3	11.0	0.212225	0.401404	0.319117	1.721749	0.361383	AUT	1775401.396491	0.006621	0.011223	0.011381	0.070207	0.001041	neutron	pi-	solid	-0.002511387888827093	0.006621	0.006704655821728873	0.1610249137395397	0.011223	0.015963839013670596	-0.0025299412719305718	0.011381	0.01142989023209072
4	11.0	0.096064	0.688271	0.323505	1.335788	0.490592	AUT	19305567.841806	0.001951	0.001931	0.001935	0.070207	0.000991	neutron	pi-	solid	-0.010079161052036266	0.001951	0.0022998301905073795	0.07016109405568081	0.001931	0.005382782454642334	-0.0007131128076671804	0.001935	0.0021745833061486666
5	11.0	0.182561	0.468475	0.324744	1.715391	0.475258	AUT	6546450.227554	0.003339	0.003929	0.003922	0.070207	0.001022	neutron	pi-	solid	-0.004815116381833343	0.003339	0.0035082311923625062	0.16339991071447998	0.003929	0.012168981981938892	-0.003574767120424968	0.003922	0.0040607334048980955
6	11.0	0.102453	0.695341	0.326848	1.402648	0.669028	AUT	6246708.531735	0.003322	0.003841	0.003868	0.070207	0.000994	neutron	pi-	solid	-0.012889343387489975	0.003322	0.003583657916646833	0.07808146668373372	0.003841	0.0067669909638673875	-0.0014726792932360107	0.003868	0.003995015642944697
7	11.0	0.107805	0.631883	0.3734	1.385831	0.249664	AUT	18077151.977655	0.003934	0.00292	0.002938	0.070207	0.000983	neutron	pi-	solid	-0.004563955372903205	0.003934	0.004067593270138124	0.048444464720445245	0.00292	0.004589166148255223	-0.0002093298360037639	0.002938	0.0030981202340701415
8	11.0	0.185659	0.46154	0.373917	1.720855	0.125287	AUT	10662788.395519	0.002751	0.002658	0.002664	0.070207	0.00101	neutron	pi-	solid	-0.0008633428074709517	0.002751	0.002931172956416898	0.048803004756583314	0.002658	0.00445249163100581	-0.00010927801623198613	0.002664	0.0028490445522731636
9	11.0	0.094295	0.694014	0.373883	1.325681	0.556656	AUT	18634877.317781	0.0019	0.001943	0.00195	0.070207	0.000983	neutron	pi-	solid	-0.01043911923770099	0.0019	0.002261289522004357	0.06395210574018367	0.001943	0.004990051071148343	-0.0010096475281787373	0.00195	0.0021849058532098066
10	11.0	0.180226	0.471287	0.373688	1.6976	0.529391	AUT	7172853.679403	0.00313	0.003667	0.003681	0.070207	0.001008	neutron	pi-	solid	-0.003809290170759756	0.00313	0.0032991646716216015	0.15262441894143577	0.003667	0.011370165451490636	-0.005012181448853422	0.003681	0.003832708145558264
11	11.0	0.128767	0.579629	0.423732	1.490129	0.217083	AUT	19130773.492386	0.002706	0.002278	0.002287	0.070207	0.000981	neutron	pi-	solid	-0.0027743713249080257	0.002706	0.00288491531252489	0.04832872075236384	0.002278	0.004202879058775823	-0.0002510766618698439	0.002287	0.002488582070795992
12	11.0	0.235502	0.373113	0.4243	1.798	0.103056	AUT	2358480.778809	0.005836	0.005713	0.005709	0.070207	0.001023	neutron	pi-	solid	0.0003792817394814383	0.005836	0.005925042958730102	0.042965147668093596	0.005713	0.006540939800376156	-0.00011362318949082988	0.005709	0.00579993738197359
13	11.0	0.117098	0.632195	0.423686	1.422288	0.575482	AUT	18919657.683437	0.001883	0.001881	0.00188	0.070207	0.000982	neutron	pi-	solid	-0.00777634615738407	0.001883	0.0021927331572225684	0.0821364930113152	0.001881	0.0061445636071395925	-0.0021823097042382045	0.00188	0.002126546108428655
14	11.0	0.288502	0.318723	0.421338	1.897593	0.511421	AUT	93494.687856	0.053123	0.073102	0.073585	0.070207	0.001052	neutron	pi-	solid	0.0036069347700544347	0.053123	0.05313401885309423	0.18155882577354007	0.073102	0.0742124482897205	-0.013086807951875917	0.073585	0.07359825470649804
15	11.0	0.118946	0.606656	0.47361	1.445026	0.319515	AUT	19333097.387695	0.002584	0.002207	0.002215	0.070207	0.000972	neutron	pi-	solid	-0.003579994538922384	0.002584	0.0027721854439612787	0.05443652339056164	0.002207	0.004519068412062448	-0.0006500703468423392	0.002215	0.002419316424724481
16	11.0	0.218383	0.397642	0.473482	1.767618	0.189885	AUT	3986848.661058	0.004301	0.004281	0.004266	0.070207	0.001001	neutron	pi-	solid	0.0012099430295066948	0.004301	0.004416765547639106	0.06638708105178108	0.004281	0.006407212419792101	-0.000641210883497786	0.004266	0.004382098079074769
17	11.0	0.112788	0.646997	0.474652	1.415435	0.74001	AUT	8624715.426018	0.002844	0.00281	0.002811	0.070207	0.000974	neutron	pi-	solid	-0.00783168230368539	0.002844	0.003056032532122532	0.07571930479044854	0.00281	0.00609137917561583	-0.003180443690373385	0.002811	0.0029833295427582397
18	11.0	0.116918	0.613519	0.523911	1.432661	0.410884	AUT	18535177.844709	0.002248	0.002053	0.002063	0.070207	0.000964	neutron	pi-	solid	-0.0029085401611055692	0.002248	0.0024544851986965967	0.058988408926054725	0.002053	0.004721789125398988	-0.0012747024118477048	0.002063	0.002278875600557755
19	11.0	0.214849	0.403234	0.523548	1.765429	0.238963	AUT	3570485.28388	0.004452	0.004453	0.004452	0.070207	0.000985	neutron	pi-	solid	0.0028446151040699124	0.004452	0.00456403482020574	0.07392548612605696	0.004453	0.006909155734365302	-0.0012868654692212785	0.004452	0.004560558252440549
20	11.0	0.128719	0.588191	0.573738	1.473739	0.437228	AUT	18025055.808078	0.002116	0.001997	0.002003	0.070207	0.000956	neutron	pi-	solid	0.0008251217747806187	0.002116	0.0023226596407201613	0.06501864944443679	0.001997	0.005073363609209912	-0.0020111211508806277	0.002003	0.0022239336695694684
21	11.0	0.277339	0.324793	0.573384	1.858187	0.183465	AUT	220012.630921	0.031098	0.024551	0.024456	0.070207	0.000989	neutron	pi-	solid	0.004686337692425761	0.031098	0.031115461992739443	0.06063283805710484	0.024551	0.024936930264978507	-0.001039223699556697	0.024456	0.024476098142374867
22	11.0	0.127669	0.591575	0.623677	1.468274	0.473285	AUT	14255544.904257	0.002345	0.00222	0.002217	0.070207	0.000944	neutron	pi-	solid	0.004799622214016011	0.002345	0.0025502368146572718	0.06415298599911627	0.00222	0.0051093492836164454	-0.0024983014983598127	0.002217	0.0024159862473240733
23	11.0	0.124659	0.598998	0.673633	1.459415	0.48124	AUT	10455262.132897	0.002773	0.002596	0.002609	0.070207	0.000929	neutron	pi-	solid	0.009702793068061977	0.002773	0.0030027668707348883	0.060029108708215574	0.002596	0.005036264561298609	-0.0025626350789048043	0.002609	0.0027753002321898295
24	11.0	0.222279	0.531626	0.324084	2.386762	0.100558	AUT	11088493.973101	0.002785	0.002705	0.002724	0.070207	0.001057	neutron	pi-	solid	-0.0007172284856347591	0.002785	0.0029792632598800656	0.044766519665758765	0.002705	0.0042792802285163785	-6.35481534485346e-05	0.002724	0.0029218906388171328
25	11.0	0.326139	0.386177	0.324342	2.593921	0.102937	AUT	1895937.289272	0.008351	0.007569	0.007605	0.070207	0.00112	neutron	pi-	solid	6.313782151261878e-05	0.008351	0.008425771219833844	0.05545688733179699	0.007569	0.008585057071619214	-0.0001445476870911977	0.007605	0.0076870363591679605
26	11.0	0.205842	0.571749	0.323321	2.336534	0.415591	AUT	10692525.58458	0.002724	0.002881	0.002888	0.070207	0.001047	neutron	pi-	solid	-0.0036428637717370125	0.002724	0.0029294701539877835	0.14045628333274632	0.002881	0.010326469518093323	-0.0028234938123983767	0.002888	0.0030783189809324915
27	11.0	0.344264	0.371036	0.32356	2.634909	0.456787	AUT	661022.141849	0.018061	0.022665	0.022813	0.070207	0.001129	neutron	pi-	solid	0.0005653386484461152	0.018061	0.018096296233044123	0.19592474508094682	0.022665	0.026536481113012184	-0.009913211007223841	0.022813	0.022851520599587116
28	11.0	0.20685	0.56557	0.374177	2.362637	0.156952	AUT	11148326.872763	0.002927	0.002738	0.002765	0.070207	0.001032	neutron	pi-	solid	-0.0008667476403280384	0.002927	0.003104199725480128	0.05571330755907095	0.002738	0.004884794781886729	-0.0002264438217108578	0.002765	0.0029513559162765287
29	11.0	0.312951	0.397909	0.374228	2.559417	0.114827	AUT	2481362.063015	0.006605	0.006199	0.006223	0.070207	0.001091	neutron	pi-	solid	0.0004131139862192954	0.006605	0.006694561016425406	0.054323263743958745	0.006199	0.007359586410995938	-0.00021498329597199924	0.006223	0.006317929867344107
30	11.0	0.224596	0.535639	0.37359	2.366565	0.572662	AUT	6488167.992523	0.003416	0.003939	0.003933	0.070207	0.001041	neutron	pi-	solid	-0.0017632454237701475	0.003416	0.0035732424353402646	0.16093892212261837	0.003939	0.01201114824599043	-0.008121424309692926	0.003933	0.0041081962205235445
31	11.0	0.211725	0.5543	0.42368	2.35889	0.219645	AUT	11063789.089263	0.002798	0.002673	0.002681	0.070207	0.001021	neutron	pi-	solid	-0.0001781117714433121	0.002798	0.0029784897796283384	0.06966713396289315	0.002673	0.005666606523527238	-0.0007063640120296019	0.002681	0.002869261461862551
32	11.0	0.321872	0.385865	0.423504	2.557492	0.209867	AUT	1922441.836737	0.007956	0.007253	0.007278	0.070207	0.001074	neutron	pi-	solid	0.0016642439106364102	0.007956	0.008029013884220285	0.0861506039779799	0.007253	0.009504858264397424	-0.0014545626437831125	0.007278	0.007357525983123666
33	11.0	0.221624	0.538357	0.473772	2.375877	0.276657	AUT	10856911.615182	0.002758	0.002659	0.002671	0.070207	0.001011	neutron	pi-	solid	0.0014941820433957845	0.002758	0.0029393348631497835	0.08036961153454135	0.002659	0.006319043708702636	-0.0016349557490711463	0.002671	0.002858240310730173
34	11.0	0.354239	0.372379	0.473503	2.721233	0.210515	AUT	383127.608736	0.025081	0.019855	0.020075	0.070207	0.001066	neutron	pi-	solid	0.002717797325646321	0.025081	0.025104368640623192	0.07605670592954114	0.019855	0.020588101358755908	-0.0018156468092931693	0.020075	0.020103686972426153
35	11.0	0.224361	0.536429	0.523811	2.387702	0.302076	AUT	8866532.721022	0.00301	0.002907	0.002902	0.070207	0.000995	neutron	pi-	solid	0.003649061845321334	0.00301	0.0031805279679146545	0.07980434612411065	0.002907	0.006390016254345415	-0.002288425115558038	0.002902	0.0030720419508935906
36	11.0	0.222867	0.539413	0.573698	2.387827	0.300449	AUT	6742688.661181	0.003365	0.003234	0.00325	0.070207	0.000975	neutron	pi-	solid	0.006076301798341755	0.003365	0.0035292827371647428	0.07311485963237999	0.003234	0.006144824331864059	-0.0023585212143705124	0.00325	0.0033971375145126098
37	11.0	0.220002	0.543774	0.623603	2.385792	0.294035	AUT	4893966.709384	0.003847	0.003715	0.003712	0.070207	0.000951	neutron	pi-	solid	0.008983560906268957	0.003847	0.0040126803594071345	0.0666203810845692	0.003715	0.0060483043699809	-0.0022733576675037673	0.003712	0.0038352078111229086
