Q2	x	y	z	pT	obs	target	hadron	value	error
5.365	0.44446	0.7309649384	0.39589	0.29786	AUTsivers	neutron	pi+	0	0.0098417
6.2288	0.54144	0.6966482508	0.39816	0.28755	AUTsivers	neutron	pi+	0	0.018653
7.0282	0.63762	0.6674852641	0.40089	0.28178	AUTsivers	neutron	pi+	0	0.047766
2.423	0.16997	0.8632580589	0.3926	0.50157	AUTsivers	neutron	pi+	0	0.0071557
3.3745	0.24702	0.8272500779	0.39527	0.49315	AUTsivers	neutron	pi+	0	0.0053918
4.4278	0.3423	0.7833224948	0.39937	0.47893	AUTsivers	neutron	pi+	0	0.0079931
5.4052	0.44001	0.7438900042	0.40231	0.47	AUTsivers	neutron	pi+	0	0.01705
6.2747	0.53996	0.7037053933	0.40309	0.46909	AUTsivers	neutron	pi+	0	0.051853
7.0446	0.62976	0.6773930986	0.40118	0.46093	AUTsivers	neutron	pi+	0	0.17196
2.3919	0.16721	0.866244068	0.40091	0.67356	AUTsivers	neutron	pi+	0	0.0088925
3.3193	0.2397	0.8385673975	0.40617	0.6629	AUTsivers	neutron	pi+	0	0.0093697
4.4381	0.33746	0.7964055595	0.41117	0.65408	AUTsivers	neutron	pi+	0	0.024293
5.4712	0.43888	0.7549119534	0.41333	0.65006	AUTsivers	neutron	pi+	0	0.092974
6.3832	0.53741	0.7192704366	0.41495	0.64333	AUTsivers	neutron	pi+	0	0.32639
2.3416	0.16286	0.8706784203	0.42047	0.8454	AUTsivers	neutron	pi+	0	0.030412
3.2747	0.23318	0.8504322547	0.42418	0.84017	AUTsivers	neutron	pi+	0	0.048751
4.4622	0.36607	0.7381496094	0.49124	0.1613	AUTsivers	neutron	pi+	0	0.036426
5.3109	0.4523	0.711051469	0.49416	0.13892	AUTsivers	neutron	pi+	0	0.023026
6.1295	0.54668	0.678971219	0.49514	0.12759	AUTsivers	neutron	pi+	0	0.02863
6.9017	0.63797	0.6551116497	0.49343	0.12531	AUTsivers	neutron	pi+	0	0.052063
2.5966	0.1875	0.838616267	0.4744	0.37814	AUTsivers	neutron	pi+	0	0.10619
3.4993	0.26328	0.8048645679	0.48888	0.34348	AUTsivers	neutron	pi+	0	0.01661
4.4381	0.35071	0.7663169574	0.49353	0.31506	AUTsivers	neutron	pi+	0	0.011202
5.3518	0.44616	0.7263881412	0.49508	0.30396	AUTsivers	neutron	pi+	0	0.013463
6.1975	0.54292	0.6912580417	0.49631	0.29527	AUTsivers	neutron	pi+	0	0.022793
6.9645	0.63196	0.6673595105	0.49328	0.28311	AUTsivers	neutron	pi+	0	0.055195
2.4551	0.17278	0.8604689794	0.48973	0.51935	AUTsivers	neutron	pi+	0	0.013931
3.3978	0.25008	0.82276982	0.4937	0.50171	AUTsivers	neutron	pi+	0	0.0081868
4.4298	0.34552	0.7763730106	0.49602	0.49237	AUTsivers	neutron	pi+	0	0.0097718
5.3849	0.44177	0.7381437114	0.49845	0.48185	AUTsivers	neutron	pi+	0	0.016407
6.252	0.53946	0.7018094681	0.49928	0.47556	AUTsivers	neutron	pi+	0	0.040437
7.0382	0.61994	0.6874980116	0.48986	0.45405	AUTsivers	neutron	pi+	0	0.16929
2.4134	0.16917	0.863903952	0.49516	0.69087	AUTsivers	neutron	pi+	0	0.011286
3.3597	0.24515	0.8299044694	0.49767	0.68302	AUTsivers	neutron	pi+	0	0.0093457
4.4259	0.34002	0.7882366713	0.50204	0.67058	AUTsivers	neutron	pi+	0	0.016266
5.4207	0.43936	0.7471268749	0.50383	0.66628	AUTsivers	neutron	pi+	0	0.043707
6.2717	0.53006	0.7165058582	0.49915	0.65446	AUTsivers	neutron	pi+	0	0.16939
2.3852	0.16663	0.8668243608	0.50245	0.86961	AUTsivers	neutron	pi+	0	0.0181
3.3073	0.23819	0.8408326517	0.50732	0.86072	AUTsivers	neutron	pi+	0	0.020457
4.4401	0.3366	0.7988001568	0.51159	0.85344	AUTsivers	neutron	pi+	0	0.060855
5.4659	0.43421	0.7622920006	0.51211	0.84482	AUTsivers	neutron	pi+	0	0.2696
4.468	0.37083	0.7296218057	0.59178	0.16134	AUTsivers	neutron	pi+	0	0.063545
5.2996	0.45401	0.7068661328	0.59447	0.13885	AUTsivers	neutron	pi+	0	0.033649
6.1214	0.54619	0.6786822896	0.59455	0.12793	AUTsivers	neutron	pi+	0	0.040509
6.8888	0.62232	0.6703310235	0.57989	0.12279	AUTsivers	neutron	pi+	0	0.1058
3.5608	0.27218	0.7922292503	0.58837	0.35123	AUTsivers	neutron	pi+	0	0.036921
4.4414	0.35342	0.7610063267	0.59344	0.32016	AUTsivers	neutron	pi+	0	0.017565
5.3435	0.44725	0.7234940538	0.59506	0.30641	AUTsivers	neutron	pi+	0	0.018891
6.1741	0.54148	0.6904794231	0.5938	0.29765	AUTsivers	neutron	pi+	0	0.030769
6.9883	0.61737	0.6854653721	0.57533	0.27591	AUTsivers	neutron	pi+	0	0.11814
2.5096	0.17779	0.8547845768	0.58602	0.5453	AUTsivers	neutron	pi+	0	0.033624
3.4274	0.25384	0.8176439638	0.59287	0.51015	AUTsivers	neutron	pi+	0	0.01335
4.4311	0.34737	0.7724648814	0.59528	0.49781	AUTsivers	neutron	pi+	0	0.013375
5.3679	0.44351	0.7329266305	0.59669	0.48999	AUTsivers	neutron	pi+	0	0.01959
6.2261	0.53184	0.7089157018	0.59178	0.47414	AUTsivers	neutron	pi+	0	0.04539
2.4261	0.17026	0.8628902671	0.59419	0.69674	AUTsivers	neutron	pi+	0	0.017245
3.3816	0.24811	0.8253486927	0.59574	0.69143	AUTsivers	neutron	pi+	0	0.012282
4.4263	0.34321	0.7809809024	0.59818	0.68244	AUTsivers	neutron	pi+	0	0.016961
5.3887	0.43717	0.7464369957	0.59849	0.67031	AUTsivers	neutron	pi+	0	0.035422
6.2644	0.51796	0.7323905978	0.58153	0.64231	AUTsivers	neutron	pi+	0	0.17439
2.4084	0.16873	0.8643622945	0.59695	0.88488	AUTsivers	neutron	pi+	0	0.020415
3.3455	0.24336	0.8324752666	0.59966	0.87676	AUTsivers	neutron	pi+	0	0.018192
4.4195	0.3376	0.7927389588	0.60309	0.86508	AUTsivers	neutron	pi+	0	0.036814
5.361	0.42286	0.7677303392	0.59195	0.84246	AUTsivers	neutron	pi+	0	0.15101
4.4706	0.37444	0.7230079603	0.69192	0.16111	AUTsivers	neutron	pi+	0	0.10707
5.2825	0.45395	0.7046784444	0.69226	0.13831	AUTsivers	neutron	pi+	0	0.050297
6.0776	0.53123	0.6928018237	0.67626	0.12656	AUTsivers	neutron	pi+	0	0.08268
3.598	0.27913	0.7805741146	0.68801	0.35685	AUTsivers	neutron	pi+	0	0.083682
4.4462	0.35654	0.7551621875	0.69291	0.32415	AUTsivers	neutron	pi+	0	0.027911
5.3266	0.44532	0.7243315227	0.69116	0.3064	AUTsivers	neutron	pi+	0	0.028036
6.1299	0.5243	0.7079996348	0.67297	0.28978	AUTsivers	neutron	pi+	0	0.070688
2.5837	0.18565	0.842765276	0.68154	0.56224	AUTsivers	neutron	pi+	0	0.11043
3.471	0.25946	0.8101094561	0.69165	0.5191	AUTsivers	neutron	pi+	0	0.023209
4.432	0.34843	0.7702712928	0.6943	0.50053	AUTsivers	neutron	pi+	0	0.019128
5.3261	0.43745	0.7372934862	0.68554	0.48685	AUTsivers	neutron	pi+	0	0.030018
6.211	0.51508	0.7302075918	0.66554	0.45453	AUTsivers	neutron	pi+	0	0.14779
2.4581	0.17302	0.8603253915	0.69152	0.7097	AUTsivers	neutron	pi+	0	0.029908
3.3927	0.24966	0.8229169244	0.69474	0.69564	AUTsivers	neutron	pi+	0	0.017446
4.4059	0.34218	0.7797215106	0.69173	0.68456	AUTsivers	neutron	pi+	0	0.022434
5.3138	0.42452	0.757995366	0.67481	0.65809	AUTsivers	neutron	pi+	0	0.062979
2.4143	0.16931	0.8635115011	0.69569	0.88926	AUTsivers	neutron	pi+	0	0.027554
3.352	0.24478	0.8292540116	0.69417	0.88184	AUTsivers	neutron	pi+	0	0.022292
4.3343	0.32882	0.7982156612	0.68093	0.85637	AUTsivers	neutron	pi+	0	0.049645
